City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,papao,-17.75,-149.55,297.97,83,84,6.05,PF,1717872730
363,qarauyl,48.9451,79.255,290.74,78,100,3.47,KZ,1717872730
364,guozhen,34.3659,107.359,291.74,53,100,2.42,CN,1717872730
365,barra de santo antonio,-9.4047,-35.5072,299.75,81,4,4.05,BR,1717872731
366,meadow lakes,61.6247,-149.6011,291.4,81,0,0.0,US,1717872731
367,yuxi,24.355,102.5422,292.18,95,99,1.2,CN,1717872731
368,bada,51.392,109.8717,288.61,63,100,1.72,RU,1717872731
369,labytnangi,66.6572,66.4183,273.92,80,41,2.87,RU,1717872731
370,malango,-2.9627,119.9001,291.91,98,99,1.02,ID,1717872731
371,keflavik,64.0049,-22.5624,282.1,61,0,5.14,IS,1717872731
372,mata-utu,-13.2816,-176.1745,301.19,75,100,11.26,WF,1717872731
373,el calafate,-50.3408,-72.2768,276.75,99,100,3.24,AR,1717872491
374,severo-yeniseyskiy,60.3725,93.0408,284.58,70,100,4.02,RU,1717872731
375,nova vicosa,-17.8919,-39.3719,297.6,80,7,4.06,BR,1717872729
376,pagouda,9.7525,1.3278,296.44,50,9,0.57,TG,1717872731
377,edd,13.9297,41.6925,306.64,53,0,1.85,ER,1717872731
378,ciudad lazaro cardenas,17.9583,-102.2,302.77,59,7,5.54,MX,1717872731
379,mount isa,-20.7333,139.5,281.02,81,0,1.54,AU,1717872732
380,mossel bay,-34.1831,22.146,283.11,72,100,1.79,ZA,1717872732
381,lethem,3.3803,-59.7968,303.22,68,100,0.13,GY,1717872732
382,al bawiti,28.3492,28.8659,303.49,21,0,4.3,EG,1717872732
383,mandali,33.7499,45.5541,310.89,11,0,1.45,IQ,1717872732
384,astara,38.5,48.6667,297.14,61,100,3.26,AZ,1717872732
385,posse,-14.0931,-46.3694,303.08,28,6,3.44,BR,1717872730
386,los andes,-32.8337,-70.5983,287.22,66,99,1.7,CL,1717872732
387,pingzhuang,42.0372,119.2889,292.29,30,0,2.57,CN,1717872732
388,tsiombe,-25.3,45.4833,292.71,64,100,5.56,MG,1717872732
389,al hufuf,25.3646,49.5653,310.34,28,0,4.63,SA,1717872732
390,livingstonia,-10.606,34.1063,289.26,68,3,2.85,MW,1717872732
391,reyes,-14.3167,-67.3833,306.92,30,10,1.28,BO,1717872439
392,zhenjiang,32.2092,119.4342,298.04,78,100,0.45,CN,1717872732
393,el alto,-4.2714,-81.2147,298.96,63,41,9.04,PE,1717872733
394,novoarkhanhel's'k,48.658,30.8182,289.56,94,15,1.2,UA,1717872733
395,port saint john's,-31.6229,29.5448,288.32,76,5,3.42,ZA,1717872733
396,hirara,24.8,125.2833,300.3,100,75,2.57,JP,1717872733
397,kostroma,57.7708,40.9344,285.5,72,10,1.98,RU,1717872733
398,port blair,11.6667,92.75,299.17,94,40,0.51,IN,1717872733
399,axim,4.8699,-2.2405,299.1,86,33,3.82,GH,1717872733
400,severobaykal'sk,55.65,109.3167,283.99,66,74,2.07,RU,1717872733
401,north battleford,52.7834,-108.2847,281.2,76,100,4.63,CA,1717872733
402,orkney,-26.9802,26.6727,283.83,43,0,2.6,ZA,1717872733
403,septemvri,42.2167,24.1,295.01,67,51,2.1,BG,1717872733
404,miri,4.4148,114.0089,299.23,94,40,1.03,MY,1717872607
405,maihar,24.2667,80.75,306.57,36,13,6.75,IN,1717872733
406,abengourou,6.7297,-3.4964,297.95,88,85,1.73,CI,1717872733
407,taro,-8.3862,115.28,295.15,100,98,0.14,ID,1717872734
408,kayangel,8.0823,134.7173,302.27,73,100,4.77,PW,1717872734
409,camargo,27.6667,-105.1667,307.2,16,7,3.46,MX,1717872734
410,gemena,3.25,19.7667,294.98,99,95,1.84,CD,1717872734
411,kudahuvadhoo,2.6708,72.8944,301.77,74,93,5.37,MV,1717872734
412,leyva solano,25.6667,-108.6417,308.05,45,81,5.85,MX,1717872734
413,changji,44.0167,87.3167,297.59,27,0,1.0,CN,1717872734
414,quelimane,-17.8786,36.8883,296.12,88,40,4.69,MZ,1717872734
415,zouerate,22.7187,-12.4521,308.72,17,0,5.1,MR,1717872734
416,arkhangel'sk,64.5401,40.5433,285.44,100,100,1.0,RU,1717872734
417,mount gambier,-37.8333,140.7667,281.07,88,36,1.97,AU,1717872734
418,mizque,-17.941,-65.3402,301.78,13,50,3.71,BO,1717872734
419,alta,69.9689,23.2717,282.74,81,100,2.57,NO,1717872734
420,limulunga,-15.0969,23.1376,291.68,31,7,2.89,ZM,1717872734
421,phan rang-thap cham,11.5667,108.9833,299.18,81,100,1.59,VN,1717872735
422,capas,15.3294,120.5912,300.73,83,75,1.03,PH,1717872735
423,turpan,42.9333,89.1667,305.37,16,100,0.89,CN,1717872435
424,crane,31.3974,-102.3501,309.93,24,100,8.88,US,1717872735
425,casas grandes,30.3667,-107.95,306.13,9,99,6.03,MX,1717872735
426,shahr-e babak,30.1165,55.1186,297.37,8,0,3.85,IR,1717872735
427,sogndal,61.2283,7.1003,283.36,76,40,2.06,NO,1717872735
428,misawa,40.6836,141.3597,289.04,79,100,3.38,JP,1717872735
429,pangoa,-12.1167,-73.0,303.45,41,12,1.69,PE,1717872735
430,sanctuary point,-35.1114,150.629,286.9,84,34,2.32,AU,1717872735
431,sisimiut,66.9395,-53.6735,279.19,71,14,1.46,GL,1717872735
432,achinsk,56.2694,90.4993,289.1,95,100,3.58,RU,1717872735
433,nouadhibou,20.931,-17.0347,296.14,73,20,9.26,MR,1717872735
434,barro,-6.7167,-38.8667,304.3,44,100,3.75,BR,1717872735
435,teguise,29.0605,-13.564,293.27,83,40,3.09,ES,1717872735
436,at taj,24.2049,23.2857,302.88,19,0,5.13,LY,1717872736
437,page,36.9147,-111.4558,307.1,11,0,3.09,US,1717872736
438,cabo san lucas,22.8909,-109.9124,304.05,66,73,3.9,MX,1717872542
439,fort st. john,56.2499,-120.8529,282.09,57,75,6.17,CA,1717872590
440,quarai,-30.3875,-56.4514,297.68,76,100,5.56,BR,1717872473
441,kolonia town,6.964,158.206,300.15,94,100,2.57,FM,1717872736
442,asau,46.4333,26.4,291.66,95,2,1.74,RO,1717872736
443,northam,51.0333,-4.2167,288.85,66,6,4.09,GB,1717872736
444,akhnur,32.8667,74.7333,301.83,28,0,3.72,IN,1717872736
445,walvis bay,-22.9575,14.5053,297.68,15,19,4.63,NA,1717872736
446,pionki,51.476,21.4499,293.83,60,0,2.57,PL,1717872736
447,san sebastian de la gomera,28.0916,-17.1133,297.35,64,100,3.09,ES,1717872736
448,la carlota,10.4233,122.9208,299.77,82,97,1.85,PH,1717872736
449,cooper's town,26.8667,-77.5167,302.32,68,0,2.21,BS,1717872737
450,dara,15.3484,-15.4799,306.13,31,0,7.62,SN,1717872737
451,gebeit,21.0667,36.3167,308.96,19,100,6.3,SD,1717872737
452,okulovka,58.4008,33.2908,285.29,95,5,2.04,RU,1717872737
453,vylkove,45.4021,29.586,294.07,64,33,2.89,UA,1717872737
454,paredon,16.0333,-93.8667,302.03,74,96,1.42,MX,1717872737
455,belyy yar,53.6039,91.3903,291.09,82,40,4.0,RU,1717872737
456,luderitz,-26.6481,15.1594,292.54,37,0,3.27,NA,1717872737
457,six-fours-les-plages,43.0938,5.84,300.43,64,95,2.68,FR,1717872737
458,ouadda,8.0777,22.4007,293.61,97,100,2.85,CF,1717872737
459,labrador city,52.9463,-66.9114,300.1,29,75,3.09,CA,1717872443
460,novodvinsk,64.4165,40.8122,285.25,95,100,1.97,RU,1717872438
461,san antonio de pale,-1.4014,5.6325,298.07,79,7,3.48,GQ,1717872738
462,leava,-14.3,-178.1667,300.71,74,100,11.43,WF,1717872738
463,abra pampa,-22.7205,-65.697,293.45,5,11,10.64,AR,1717872738
464,san mariano,7.5,126.0,296.02,93,85,1.2,PH,1717872738
465,ghat,24.9647,10.1728,307.72,9,0,5.05,LY,1717872738
466,saudarkrokur,65.7461,-19.6394,276.16,96,71,3.3,IS,1717872738
467,happy valley-goose bay,53.3168,-60.3315,296.32,49,20,3.6,CA,1717872738
468,maragogi,-9.0122,-35.2225,299.48,82,44,3.45,BR,1717872738
469,vadso,70.0744,29.7487,276.64,93,100,6.17,NO,1717872738
470,kusheriki,10.5328,6.4422,301.7,57,96,0.97,NG,1717872738
471,tegueste,28.5167,-16.3167,293.14,84,75,5.14,ES,1717872557
472,darwin,-12.4611,130.8418,290.14,62,3,3.6,AU,1717872738
473,fortuna foothills,32.6578,-114.4119,313.27,16,0,5.14,US,1717872739
474,lamar,33.6668,-95.5836,306.98,49,0,6.17,US,1717872739
475,bari sadri,24.4167,74.4667,305.4,33,1,3.01,IN,1717872739
476,linxia chengguanzhen,35.6003,103.2064,284.69,74,100,0.61,CN,1717872739
477,ust-nera,64.5667,143.2,278.58,51,88,1.84,RU,1717872739
478,marsh harbour,26.5412,-77.0636,302.38,70,5,2.68,BS,1717872739
479,morehead city,34.7229,-76.726,304.84,52,0,3.58,US,1717872558
480,tandil,-37.3217,-59.1332,292.8,86,100,4.36,AR,1717872594
481,sakassou,7.4546,-5.2926,302.06,77,90,2.59,CI,1717872739
482,alpena,45.0617,-83.4327,290.33,88,100,3.6,US,1717872580
483,bhimunipatnam,17.8833,83.4333,302.88,77,85,6.78,IN,1717872739
484,kerikeri,-35.2268,173.9474,289.77,94,100,4.92,NZ,1717872739
485,erwin,36.1451,-82.4168,301.85,41,75,2.44,US,1717872740
486,larkird,35.4894,66.6641,288.0,41,0,0.93,AF,1717872740
487,miranda,3.2499,-76.2281,300.22,75,99,0.12,CO,1717872740
488,pointe aux piments,-20.0628,57.5131,297.46,85,8,6.99,MU,1717872740
489,nantucket,41.2835,-70.0995,295.98,76,0,8.23,US,1717872716
490,itaituba,-4.2761,-55.9836,305.24,66,40,1.54,BR,1717872669
491,sterlibashevo,53.4376,55.2578,289.91,98,100,5.05,RU,1717872740
492,podporozh'ye,60.9112,34.1706,285.81,77,100,4.12,RU,1717872691
493,webster city,42.4694,-93.816,295.77,60,0,6.17,US,1717872740
494,nar'yan-mar,67.6713,53.087,277.65,73,75,4.92,RU,1717872740
495,mazagao,-0.115,-51.2894,304.18,67,40,3.07,BR,1717872740
496,gadzhiyevo,69.2551,33.3362,277.65,86,100,7.18,RU,1717872740
497,palikir - national government center,6.9248,158.1611,299.56,94,100,2.57,FM,1717872741
498,faaa,-17.55,-149.6,298.13,88,75,3.09,PF,1717872741
499,ust'-kut,56.7938,105.7672,281.17,22,91,2.24,RU,1717872741
500,pangody,65.85,74.4859,278.18,79,50,2.85,RU,1717872741
501,christchurch,-43.5333,172.6333,282.54,92,100,2.57,NZ,1717872741
502,sinuiju,40.1006,124.3981,287.65,97,9,1.84,KP,1717872741
503,barclayville,4.6797,-8.2339,298.71,87,60,2.9,LR,1717872741
504,balabac,7.9868,117.0645,298.91,89,100,4.54,PH,1717872741
505,kharkhorin,47.1975,102.8238,285.72,59,100,1.58,MN,1717872741
506,oster,50.9506,30.8823,288.89,75,23,3.23,UA,1717872741
507,suva,-18.1416,178.4415,296.86,94,75,3.6,FJ,1717872742
508,usogorsk,63.4106,48.6872,288.52,89,100,2.38,RU,1717872742
509,raja,8.4596,25.678,297.54,80,100,3.44,SS,1717872742
510,durban,-29.8579,31.0292,283.66,63,95,1.18,ZA,1717872690
511,tazacorte,28.629,-17.9293,296.01,80,75,3.6,ES,1717872742
512,alaminos,14.0639,121.2465,300.01,95,100,1.05,PH,1717872742
513,caleta olivia,-46.4393,-67.5281,280.82,72,100,4.49,AR,1717871998
514,teluknaga,-6.0989,106.6381,301.58,94,40,2.06,ID,1717872742
515,daru,-9.0763,143.2092,298.62,87,98,7.35,PG,1717872742
516,lushun,38.8,121.2667,292.27,84,97,3.26,CN,1717872742
517,cill airne,52.05,-9.5167,286.18,58,40,4.12,IE,1717872742
518,hasaki,35.7333,140.8333,290.53,79,98,3.78,JP,1717872742
519,vung tau,10.346,107.0843,299.93,85,100,5.69,VN,1717872742
520,bamboo flat,11.7,92.7167,299.2,94,40,0.51,IN,1717872742
521,nizhnyaya salda,58.0776,60.7202,283.13,82,100,1.99,RU,1717872743
522,puerto real,36.5282,-6.1901,295.71,73,75,5.66,ES,1717872743
523,melfort,52.8667,-104.6177,280.22,76,100,6.17,CA,1717872743
524,rawai,7.7797,98.3253,302.21,75,97,7.86,TH,1717872743
525,big spring,32.2504,-101.4787,308.84,36,0,8.23,US,1717872734
526,concepcion,-36.827,-73.0498,287.04,94,100,10.29,CL,1717872743
527,touros,-5.1989,-35.4608,299.54,89,17,5.82,BR,1717872743
528,corfu,39.62,19.9197,300.03,65,20,1.54,GR,1717872717
529,tenenkou,14.4572,-4.9169,311.58,23,10,1.38,ML,1717872743
530,vwawa,-9.1167,32.9333,286.01,79,0,2.73,TZ,1717872743
531,bor,56.3567,44.0669,290.11,79,0,2.59,RU,1717872743
532,copala,16.65,-98.9833,304.15,52,82,4.69,MX,1717872743
533,penzance,50.1186,-5.5371,287.53,77,1,5.31,GB,1717872744
534,cole harbour,44.6724,-63.4751,287.81,95,100,6.17,CA,1717872686
535,sebdou,34.637,-1.3314,291.76,70,1,4.16,DZ,1717872744
536,kirakira,-10.4544,161.9205,300.22,89,100,4.71,SB,1717872744
537,mbandaka,0.0487,18.2603,299.25,73,91,1.87,CD,1717872744
538,acarau,-2.8856,-40.12,300.99,81,4,4.91,BR,1717872744
539,thabazimbi,-24.5917,27.4116,285.16,47,0,2.24,ZA,1717872744
540,mount pearl,47.5166,-52.7813,290.55,79,40,6.69,CA,1717872744
541,perbaungan,3.5679,98.956,300.21,84,95,2.01,ID,1717872744
542,bikenibeu village,1.3673,173.1241,298.13,100,75,0.51,KI,1717872744
543,penjamo,20.4333,-101.7333,302.57,23,100,4.01,MX,1717872744
544,reggane,26.7158,0.1714,314.57,9,93,2.75,DZ,1717872744
545,moapa valley,36.5805,-114.4703,312.97,10,0,7.79,US,1717872446
546,rovira,4.2392,-75.24,300.36,74,82,2.03,CO,1717872745
547,n'djamena,12.1067,15.0444,309.13,32,20,2.57,TD,1717872745
548,inarajan village,13.2736,144.7484,301.23,90,99,4.34,GU,1717872745
549,praia,14.9215,-23.5087,299.45,61,20,9.77,CV,1717872745
550,fortuna,40.5982,-124.1573,289.78,86,75,6.17,US,1717872658
551,elliot lake,46.3834,-82.6331,289.57,67,100,5.83,CA,1717872745
552,tindouf,27.6711,-8.1474,307.4,12,0,9.26,DZ,1717872745
553,sucre,-19.0333,-65.2627,295.62,17,88,4.93,BO,1717872531
554,tidjikja,18.5564,-11.4271,312.51,16,50,3.58,MR,1717872745
555,tsiroanomandidy,-18.7667,46.0333,289.07,60,0,0.3,MG,1717872661
556,falmouth,50.1544,-5.0711,287.65,72,40,5.66,GB,1717872641
557,montepuez,-13.1256,38.9997,293.25,65,4,2.74,MZ,1717872745
558,dunedin,-45.8742,170.5036,279.15,98,100,1.79,NZ,1717872745
559,bealanana,-14.55,48.7333,285.39,95,3,1.56,MG,1717872745
560,port hope,43.9408,-82.7127,290.77,67,100,4.12,US,1717872745
561,simanggang,1.2472,111.4528,298.14,100,100,0.0,MY,1717872746
562,port isabel,26.0734,-97.2086,309.17,70,0,6.69,US,1717872721
563,urangan,-25.3,152.9,286.04,75,0,2.24,AU,1717872746
564,cascais,38.6979,-9.4215,294.05,91,40,5.81,PT,1717872518
565,novoazovs'k,47.1139,38.086,294.07,71,11,6.44,UA,1717872746
566,ancud,-41.8697,-73.8203,285.65,92,100,6.74,CL,1717872746
567,kirensk,57.7853,108.1119,281.46,72,2,1.79,RU,1717872746
568,san benito,36.6166,-121.0844,298.63,24,100,3.17,US,1717872746
569,saldanha,-33.0117,17.9442,285.18,76,96,5.08,ZA,1717872746
570,sao jose da coroa grande,-8.8978,-35.1478,299.96,79,64,3.78,BR,1717872746
571,kisangani,0.5167,25.2,299.41,65,100,0.23,CD,1717872746
572,mejit,10.2753,170.8646,301.5,81,69,7.72,MH,1717872746
